Subject,Night,Epoch
Bidslab00,1,182
Bidslab00,1,183
Bidslab00,1,184
Bidslab00,1,185
Bidslab00,1,186
Bidslab00,1,187
Bidslab00,1,188
Bidslab00,1,189
Bidslab00,1,190
Bidslab00,1,191
Bidslab00,1,192
Bidslab00,1,193
Bidslab00,1,194
Bidslab00,1,195
Bidslab00,1,196
Bidslab00,1,197
Bidslab00,1,198
Bidslab00,1,199
Bidslab00,1,200
Bidslab00,1,201
Bidslab00,1,202
Bidslab00,1,203
Bidslab00,1,204
Bidslab00,1,205
Bidslab00,1,206
Bidslab00,1,207
Bidslab00,1,208
Bidslab00,1,209
Bidslab00,1,210
Bidslab00,1,211
Bidslab00,1,212
Bidslab00,1,213
Bidslab00,1,214
Bidslab00,1,215
Bidslab00,1,216
Bidslab00,1,217
Bidslab00,1,218
Bidslab00,1,219
Bidslab00,1,220
Bidslab00,1,221
Bidslab00,1,222
Bidslab00,1,223
Bidslab00,1,224
Bidslab00,1,225
Bidslab00,1,226
Bidslab00,1,227
Bidslab00,1,228
Bidslab00,1,229
Bidslab00,1,230
Bidslab00,1,231
Bidslab00,1,232
Bidslab00,1,233
Bidslab00,1,234
Bidslab00,1,235
Bidslab00,1,236
Bidslab00,1,237
Bidslab00,1,238
Bidslab00,1,239
Bidslab00,1,240
Bidslab00,1,241
Bidslab00,1,242
Bidslab00,1,243
Bidslab00,1,244
Bidslab00,1,245
Bidslab00,1,246
Bidslab00,1,247
Bidslab00,1,248
Bidslab00,1,249
Bidslab00,1,250
Bidslab00,1,251
Bidslab00,1,252
Bidslab00,1,253
Bidslab00,1,254
Bidslab00,1,255
Bidslab00,1,256
Bidslab00,1,257
Bidslab00,1,258
Bidslab00,1,259
Bidslab00,1,260
Bidslab00,1,261
Bidslab00,1,262
Bidslab00,1,263
Bidslab00,1,264
Bidslab00,1,265
Bidslab00,1,266
Bidslab00,1,267
Bidslab00,1,268
Bidslab00,1,269
Bidslab00,1,270
Bidslab00,1,271
Bidslab00,1,272
Bidslab00,1,273
Bidslab00,1,274
Bidslab00,1,275
Bidslab00,1,276
Bidslab00,1,277
Bidslab00,1,278
Bidslab00,1,279
Bidslab00,1,280
Bidslab00,1,281
Bidslab00,1,282
Bidslab00,1,283
Bidslab00,1,284
Bidslab00,1,285
Bidslab00,1,286
Bidslab00,1,287
Bidslab00,1,288
Bidslab00,1,289
Bidslab00,1,290
Bidslab00,1,291
Bidslab00,1,292
Bidslab00,1,293
Bidslab00,1,294
Bidslab00,1,295
Bidslab00,1,296
Bidslab00,1,297
Bidslab00,1,298
Bidslab00,1,299
Bidslab00,1,300
Bidslab00,1,301
Bidslab00,1,302
Bidslab00,1,303
Bidslab00,1,304
Bidslab00,1,305
Bidslab00,1,306
Bidslab00,1,307
Bidslab00,1,308
Bidslab00,1,309
Bidslab00,1,310
Bidslab00,1,311
Bidslab00,1,312
Bidslab00,1,313
Bidslab00,1,314
Bidslab00,1,315
Bidslab00,1,316
Bidslab00,1,317
Bidslab00,1,318
Bidslab00,1,319
Bidslab00,1,320
Bidslab00,1,321
Bidslab00,1,322
Bidslab00,1,323
Bidslab00,1,324
Bidslab00,1,325
Bidslab00,1,326
Bidslab00,1,327
Bidslab00,1,328
Bidslab00,1,329
Bidslab00,1,330
Bidslab00,1,331
Bidslab00,1,332
Bidslab00,1,333
Bidslab00,1,334
Bidslab00,1,335
Bidslab00,1,336
Bidslab00,1,337
Bidslab00,1,338
Bidslab00,1,339
Bidslab00,1,340
Bidslab00,1,341
Bidslab00,1,342
Bidslab00,1,343
Bidslab00,1,344
Bidslab00,1,345
Bidslab00,1,346
Bidslab00,1,347
Bidslab00,1,348
Bidslab00,1,349
Bidslab00,1,350
Bidslab00,1,351
Bidslab00,1,352
Bidslab00,1,353
Bidslab00,1,354
Bidslab00,1,355
Bidslab00,1,356
Bidslab00,1,357
Bidslab00,1,358
Bidslab00,1,359
Bidslab00,1,360
Bidslab00,1,361
Bidslab00,1,362
Bidslab00,1,363
Bidslab00,1,364
Bidslab00,1,365
Bidslab00,1,366
Bidslab00,1,367
Bidslab00,1,368
Bidslab00,1,369
Bidslab00,1,370
Bidslab00,1,371
Bidslab00,1,372
Bidslab00,1,373
Bidslab00,1,374
Bidslab00,1,375
Bidslab00,1,376
Bidslab00,1,377
Bidslab00,1,378
Bidslab00,1,379
Bidslab00,1,380
Bidslab00,1,381
Bidslab00,1,382
Bidslab00,1,383
Bidslab00,1,384
Bidslab00,1,385
Bidslab00,1,386
Bidslab00,1,387
Bidslab00,1,388
Bidslab00,1,389
Bidslab00,1,390
Bidslab00,1,391
Bidslab00,1,392
Bidslab00,1,393
Bidslab00,1,394
Bidslab00,1,395
Bidslab00,1,396
Bidslab00,1,397
Bidslab00,1,398
Bidslab00,1,399
Bidslab00,1,400
Bidslab00,1,401
Bidslab00,1,402
Bidslab00,1,403
Bidslab00,1,404
Bidslab00,1,405
Bidslab00,1,406
Bidslab00,1,407
Bidslab00,1,408
Bidslab00,1,409
Bidslab00,1,410
Bidslab00,1,411
Bidslab00,1,412
Bidslab00,1,413
Bidslab00,1,414
Bidslab00,1,415
Bidslab00,1,416
Bidslab00,1,417
Bidslab00,1,418
Bidslab00,1,419
Bidslab00,1,420
Bidslab00,1,421
Bidslab00,1,422
Bidslab00,1,423
Bidslab00,1,424
Bidslab00,1,425
Bidslab00,1,426
Bidslab00,1,427
Bidslab00,1,428
Bidslab00,1,429
Bidslab00,1,430
Bidslab00,1,431
Bidslab00,1,432
Bidslab00,1,433
Bidslab00,1,434
Bidslab00,1,435
Bidslab00,1,436
Bidslab00,1,437
Bidslab00,1,438
Bidslab00,1,439
Bidslab00,1,440
Bidslab00,1,441
Bidslab00,1,442
Bidslab00,1,443
Bidslab00,1,444
Bidslab00,1,445
Bidslab00,1,447
Bidslab00,1,448
Bidslab00,1,449
Bidslab00,1,450
Bidslab00,1,451
Bidslab00,1,452
Bidslab00,1,453
Bidslab00,1,454
Bidslab00,1,455
Bidslab00,1,456
Bidslab00,1,457
Bidslab00,1,458
Bidslab00,1,459
Bidslab00,1,460
Bidslab00,1,461
Bidslab00,1,462
Bidslab00,1,463
Bidslab00,1,464
Bidslab00,1,465
Bidslab00,1,466
Bidslab00,1,467
Bidslab00,1,468
Bidslab00,1,469
Bidslab00,1,470
Bidslab00,1,471
Bidslab00,1,472
Bidslab00,1,473
Bidslab00,1,474
Bidslab00,1,475
Bidslab00,1,476
Bidslab00,1,477
Bidslab00,1,478
Bidslab00,1,479
Bidslab00,1,480
Bidslab00,1,481
Bidslab00,1,482
Bidslab00,1,483
Bidslab00,1,484
Bidslab00,1,485
Bidslab00,1,486
Bidslab00,1,487
Bidslab00,1,488
Bidslab00,1,489
Bidslab00,1,490
Bidslab00,1,491
Bidslab00,1,492
Bidslab00,1,493
Bidslab00,1,494
Bidslab00,1,495
Bidslab00,1,496
Bidslab00,1,497
Bidslab00,1,498
Bidslab00,1,499
Bidslab00,1,500
Bidslab00,1,501
Bidslab00,1,502
Bidslab00,1,503
Bidslab00,1,504
Bidslab00,1,505
Bidslab00,1,506
Bidslab00,1,507
Bidslab00,1,508
Bidslab00,1,509
Bidslab00,1,510
Bidslab00,1,511
Bidslab00,1,512
Bidslab00,1,513
Bidslab00,1,514
Bidslab00,1,515
Bidslab00,1,516
Bidslab00,1,517
Bidslab00,1,518
Bidslab00,1,519
Bidslab00,1,520
Bidslab00,1,521
Bidslab00,1,522
Bidslab00,1,523
Bidslab00,1,524
Bidslab00,1,525
Bidslab00,1,526
Bidslab00,1,527
Bidslab00,1,528
Bidslab00,1,529
Bidslab00,1,530
Bidslab00,1,531
Bidslab00,1,532
Bidslab00,1,533
Bidslab00,1,534
Bidslab00,1,535
Bidslab00,1,536
Bidslab00,1,537
Bidslab00,1,538
Bidslab00,1,539
Bidslab00,1,540
Bidslab00,1,541
Bidslab00,1,542
Bidslab00,1,543
Bidslab00,1,544
Bidslab00,1,545
Bidslab00,1,546
Bidslab00,1,547
Bidslab00,1,548
Bidslab00,1,549
Bidslab00,1,550
Bidslab00,1,551
Bidslab00,1,552
Bidslab00,1,553
Bidslab00,1,554
Bidslab00,1,555
Bidslab00,1,556
Bidslab00,1,557
Bidslab00,1,558
Bidslab00,1,559
Bidslab00,1,560
Bidslab00,1,561
Bidslab00,1,562
Bidslab00,1,563
Bidslab00,1,564
Bidslab00,1,565
Bidslab00,1,566
Bidslab00,1,567
Bidslab00,1,568
Bidslab00,1,569
Bidslab00,1,570
Bidslab00,1,571
Bidslab00,1,572
Bidslab00,1,573
Bidslab00,1,574
Bidslab00,1,575
Bidslab00,1,576
Bidslab00,1,577
Bidslab00,1,578
Bidslab00,1,579
Bidslab00,1,580
Bidslab00,1,581
Bidslab00,1,582
Bidslab00,1,583
Bidslab00,1,584
Bidslab00,1,585
Bidslab00,1,586
Bidslab00,1,587
Bidslab00,1,588
Bidslab00,1,589
Bidslab00,1,590
Bidslab00,1,591
Bidslab00,1,592
Bidslab00,1,593
Bidslab00,1,594
Bidslab00,1,595
Bidslab00,1,596
Bidslab00,1,597
Bidslab00,1,598
Bidslab00,1,599
Bidslab00,1,600
Bidslab00,1,601
Bidslab00,1,602
Bidslab00,1,603
Bidslab00,1,604
Bidslab00,1,605
Bidslab00,1,606
Bidslab00,1,607
Bidslab00,1,608
Bidslab00,1,609
Bidslab00,1,610
Bidslab00,1,611
Bidslab00,1,612
Bidslab00,1,613
Bidslab00,1,614
Bidslab00,1,615
Bidslab00,1,616
Bidslab00,1,617
Bidslab00,1,618
Bidslab00,1,619
Bidslab00,1,620
Bidslab00,1,621
Bidslab00,1,622
Bidslab00,1,623
Bidslab00,1,624
Bidslab00,1,625
Bidslab00,1,626
Bidslab00,1,627
Bidslab00,1,628
Bidslab00,1,629
Bidslab00,1,630
Bidslab00,1,631
Bidslab00,1,632
Bidslab00,1,633
Bidslab00,1,634
Bidslab00,1,635
Bidslab00,1,636
Bidslab00,1,637
Bidslab00,1,638
Bidslab00,1,639
Bidslab00,1,640
Bidslab00,1,641
Bidslab00,1,642
Bidslab00,1,643
Bidslab00,1,644
Bidslab00,1,645
Bidslab00,1,647
Bidslab00,1,648
Bidslab00,1,649
Bidslab00,1,650
Bidslab00,1,651
Bidslab00,1,652
Bidslab00,1,653
Bidslab00,1,654
Bidslab00,1,655
Bidslab00,1,656
Bidslab00,1,657
Bidslab00,1,658
Bidslab00,1,659
Bidslab00,1,660
Bidslab00,1,661
Bidslab00,1,662
Bidslab00,1,663
Bidslab00,1,664
Bidslab00,1,665
Bidslab00,1,666
Bidslab00,1,667
Bidslab00,1,668
Bidslab00,1,669
Bidslab00,1,670
Bidslab00,1,671
Bidslab00,1,672
Bidslab00,1,673
Bidslab00,1,674
Bidslab00,1,675
Bidslab00,1,676
Bidslab00,1,677
Bidslab00,1,678
Bidslab00,1,679
Bidslab00,1,680
Bidslab00,1,681
Bidslab00,1,682
Bidslab00,1,683
Bidslab00,1,684
Bidslab00,1,685
Bidslab00,1,686
Bidslab00,1,687
Bidslab00,1,688
Bidslab00,1,689
Bidslab00,1,690
Bidslab00,1,691
Bidslab00,1,692
Bidslab00,1,693
Bidslab00,1,694
Bidslab00,1,695
Bidslab00,1,696
Bidslab00,1,697
Bidslab00,1,698
Bidslab00,1,699
Bidslab00,1,700
Bidslab00,1,701
Bidslab00,1,702
Bidslab00,1,703
Bidslab00,1,704
Bidslab00,1,705
Bidslab00,1,706
Bidslab00,1,707
Bidslab00,1,708
Bidslab00,1,709
Bidslab00,1,710
Bidslab00,1,711
Bidslab00,1,712
Bidslab00,1,713
Bidslab00,1,714
Bidslab00,1,715
Bidslab00,1,716
Bidslab00,1,717
Bidslab00,1,718
Bidslab00,1,719
Bidslab00,1,720
Bidslab00,1,721
Bidslab00,1,722
Bidslab00,1,723
Bidslab00,1,724
Bidslab00,1,725
Bidslab00,1,726
Bidslab00,1,727
Bidslab00,1,728
Bidslab00,1,729
Bidslab00,1,730
Bidslab00,1,731
Bidslab00,1,732
Bidslab00,1,733
Bidslab00,1,734
Bidslab00,1,735
Bidslab00,1,736
Bidslab00,1,737
Bidslab00,1,738
Bidslab00,1,739
Bidslab00,1,740
Bidslab00,1,741
Bidslab00,1,742
Bidslab00,1,743
Bidslab00,1,744
Bidslab00,1,745
Bidslab00,1,746
Bidslab00,1,747
Bidslab00,1,748
Bidslab00,1,749
Bidslab00,1,750
Bidslab00,1,751
Bidslab00,1,752
Bidslab00,1,753
Bidslab00,1,754
Bidslab00,1,755
Bidslab00,1,756
Bidslab00,1,757
Bidslab00,1,758
Bidslab00,1,759
Bidslab00,1,760
Bidslab00,1,761
Bidslab00,1,762
Bidslab00,1,763
Bidslab00,1,764
Bidslab00,1,765
Bidslab00,1,766
Bidslab00,1,767
Bidslab00,1,768
Bidslab00,1,769
Bidslab00,1,770
Bidslab00,1,771
Bidslab00,1,772
Bidslab00,1,773
Bidslab00,1,774
Bidslab00,1,775
Bidslab00,1,776
Bidslab00,1,777
Bidslab00,1,778
Bidslab00,1,779
Bidslab00,1,780
Bidslab00,1,781
Bidslab00,1,782
Bidslab00,1,783
Bidslab00,1,784
Bidslab00,1,785
Bidslab00,1,786
Bidslab00,1,787
Bidslab00,1,788
Bidslab00,1,789
Bidslab00,1,790
Bidslab00,1,791
Bidslab00,1,792
Bidslab00,1,793
Bidslab00,1,794
Bidslab00,1,795
Bidslab00,1,796
Bidslab00,1,797
Bidslab00,1,798
Bidslab00,1,799
Bidslab00,1,800
Bidslab00,1,801
Bidslab00,1,802
Bidslab00,1,803
Bidslab00,1,804
Bidslab00,1,805
Bidslab00,1,806
Bidslab00,1,807
Bidslab00,1,808
Bidslab00,1,809
Bidslab00,1,810
Bidslab00,1,811
Bidslab00,1,812
Bidslab00,1,813
Bidslab00,1,814
Bidslab00,1,815
Bidslab00,1,816
Bidslab00,1,817
Bidslab00,1,818
Bidslab00,1,819
Bidslab00,1,820
Bidslab00,1,821
Bidslab00,1,822
Bidslab00,1,823
Bidslab00,1,824
Bidslab00,1,825
Bidslab00,1,826
Bidslab00,1,827
Bidslab00,1,828
Bidslab00,1,829
Bidslab00,1,830
Bidslab00,1,831
Bidslab00,1,832
Bidslab00,1,833
Bidslab00,1,834
Bidslab00,1,835
Bidslab00,1,836
Bidslab00,1,837
Bidslab00,1,838
Bidslab00,1,840
Bidslab00,1,841
Bidslab00,1,842
Bidslab00,1,843
Bidslab00,1,844
Bidslab00,1,845
Bidslab00,1,846
Bidslab00,1,847
Bidslab00,1,848
Bidslab00,1,849
Bidslab00,1,850
Bidslab00,1,851
Bidslab00,1,852
Bidslab00,1,853
Bidslab00,1,854
Bidslab00,1,855
Bidslab00,1,856
Bidslab00,1,857
Bidslab00,1,858
Bidslab00,1,859
Bidslab00,1,860
Bidslab00,1,861
Bidslab00,1,862
Bidslab00,1,863
Bidslab00,1,864
Bidslab00,1,865
Bidslab00,1,866
Bidslab00,1,867
Bidslab00,1,868
Bidslab00,1,869
Bidslab00,1,870
Bidslab00,1,871
Bidslab00,1,872
Bidslab00,1,873
Bidslab00,1,874
Bidslab00,1,875
Bidslab00,1,876
Bidslab00,1,877
Bidslab00,1,878
Bidslab00,1,879
Bidslab00,1,880
Bidslab00,1,881
Bidslab00,1,882
Bidslab00,1,883
Bidslab00,1,884
Bidslab00,1,885
Bidslab00,1,886
Bidslab00,1,887
Bidslab00,1,888
Bidslab00,1,889
Bidslab00,1,890
Bidslab00,1,891
Bidslab00,1,892
Bidslab00,1,893
Bidslab00,1,894
Bidslab00,1,895
Bidslab00,1,896
Bidslab00,1,897
Bidslab00,1,898
Bidslab00,1,899
Bidslab00,1,900
Bidslab00,1,901
Bidslab00,1,902
Bidslab00,1,903
Bidslab00,1,904
Bidslab00,1,905
Bidslab00,1,906
Bidslab00,1,907
Bidslab00,1,908
Bidslab00,1,909
Bidslab00,1,910
Bidslab00,1,911
Bidslab00,1,912
Bidslab00,1,913
Bidslab00,1,914
Bidslab00,1,915
Bidslab00,1,916
Bidslab00,1,917
Bidslab00,1,918
Bidslab00,1,919
Bidslab00,1,920
Bidslab00,1,921
Bidslab00,1,922
Bidslab00,1,923
Bidslab00,1,924
Bidslab00,1,925
Bidslab00,1,926
Bidslab00,1,927
Bidslab00,1,928
Bidslab00,1,929
Bidslab00,1,930
Bidslab00,1,931
Bidslab00,1,932
